"comment","pol","Topic"
"@0.1 عمبالك حسبتك راجل ، كون حسبت مدامة متحررة قاع منريپونديلكش ، والله روحي إتقي الله على روحك و خطيك من تربية الأظافر من الپروفيل تاعك باينة تخدملك روسيا ، حتى هما يبغوا لي كيفك ننصحك ديري فيزا لتماك ☺️🙂","-1","social "
"@_ عنص//ريين في احلك الضروف","-1","social "
"تحيا الروس","-1","politique"
"هذي حرب و لازم تعذروهم  و لكان جات فينا انديرو كثر منهم","1","social "
"بوتين راه عارف شا راه يدير 🙂","1","social "
"لا رحمة لا شفقة علينا ميحبوش الكحالش و العرب","-1","social "
"لا حول و لا قوة إلا بالله","-1","religieux"
"لي يقولو يستاهلو فهمو رواحكم مع او ضد 😂 + نورمالمون بلاد كيفنا عشنا و حسينا بالاحرى مامعنى كلمة استعمار  و لضرك ٱثاره مزالت تتابع فينا ميحقش خلاه نوقفو مع اي جهة منهم وسيرتو الروس لما مررنا به من ظروف مشابهة","1","social "
"@0.1 يا كعبة هاذا وش نقدر نقلك","-1","social "
"@6 لا انا منخدمش خدمتك 😄","1","social "
"@0.1 ما تعريفيش حتا تريبندي مسكينة وزيد مش متربية 😞","-1","social "
"@69 خسارة نتا ماتعرف تكتب ماتعرف تهدر ماتعرف تخمم 🥲","-1","social "
"الدنيا دوارة هدا ما كان","-1","social "
"حتى العرب والجزائرين هناگ تميز بينهم وبين سكان محلين🤷","1","social "
"ياك انت كنت تقودلهم","-1","social "
"@_ راكي تشوفي المنا فقين","-1","social "
"حاب يقول شمر على ذراعك و روح تخدم 🙂 تحوسو عليها راقدة و تمونجي, تموتو على الذل 🤮🤮","-1","social "
"@__ مازال حتان25🤣🤣🤣🤣🤣","1","social "
"لي جامي خدم و خرجتله مرفوض","-1","social "
"@ راني نخدم وراني حاب نديرها بصح نخاف يعيطولي نخدم ب الديبلوم","0","social "
"والله العظيم مفهمنا","-1","social "
"المهم لي خدم قبل بعقد من طرف  يسموه كحل من بعيد في صمت","0","business"
"انا خرجتلي هاك مع انو ماخدمتش ماعرفتش واش هو الخلل","-1","social "
"ما اسم الموقع من فصلكم","0","social "
"اسم الموقع ؟؟","0","social "
"ان شاء الله  بربي","1","social "
"@_ بلاك عندك كارت شفاء خرجتيها من جامعة !؟","1","business"
"بلاك لي خرجو كارت شفاء من جامعة مزالها تمشي لازم يروحو كازورال يحبسوها","1","business"
"@_ لازم تروحي لاكناس يحبوسوهالك و تخرجي   و ادفعيها في لانام","1","business"
"لي  مزالل يقراو فلجامعة يقدرو يستفادو منها؟!","0","social "
"@__ بصح انت خدام كيفاش راح تاخدها منيتك لازم تجيبلهم اثبات بلي عطال بطال 😂😂😂","1","social "
"هههه ياودي نورمال اصلا من اللول مكناش مأمنين","1","social "
"@___ ياك علبالك منحة البطالة كاينة مام في الدول المطورة ؟ مقودة تلعبها تهدر في حاجة ماكش فاهمها اصلا كيفاه تمشي","-1","social "
"المنحة مدايرينها للناس صح لي ملقاتش خدماا , بصح الشعب الجزائري نعرفو و تعرفو نتا تاني الوغ مكلاه تعرقلي 😉","-1","social "
"@___  نتا عالم بناس اسكو لقات خدمة والظروف لي راهم عايشينهم ؟ علبالك راك تهدر باش تهدر برك","-1","social "
"يخويا انا منيش نجمع باينة هادي بصح راني قتهالك الشعب تاعنا نعرفو ونتا تعرفو مليح منغطيوش الشمس بالغربال 😉","-1","social "
"@_ وي كانت عندي في جاميعه","0","social "
"انا تاني صرالي هكذا 😢","-1","social "
"@ نخدم بصح ماشي فالدولة وعندي ديبلوم بروف دو سبور معنتها يا يمدولي دراهم ولا يدخلوني نقري ولا نحرڤ لروسيا","-1","social "
"واش هو رقم بطاقة طالب العمل ؟","0","social "
"و لي ما فوتش الخدمة الوطنية ثاني يكحل من بعيد","0","social "
"كي يكون الواحد راح لانام و مدولو شهادة طالب عمل لازم يزيد يسجل فالسيت هدا ؟ و كيفاش يسجلو معرفتش ماحبش كامل يخرجلي السيت و وشنو الوثايق المطلوبة تاني ؟؟؟؟؟","-1","social "
"@__19 مكان حتى وثائق دخلي سيت ديري رقم شهادة طالب العمل( ) و رقم بطاقة التعريف و كملي تعمري ليزانفورماسيو لي يمدوهملك هذا مكان","0","social "
"@  كيفاه  ?","0","social "
"استاذ ديريلنا المقترحات النهائية للإسلامية","0","éducation"
"باسكو واحد مراخ يستفاد منها الا نسبة 5%والباقي ربي يكون في عونو","-1","social "
"@___ ياودي ارجع ارقد اك تيري برك اني درتلك جام بش تبان فحل وتحب تخدم","-1","social "
"انا سجلي نورمال","1","social "
"يا وقيل انا برك لي نسيتو 😂😂","1","social "
"راهم كاتبين بلي ياطالب ياعمل من قبل والله اعلم لي يقراو ميدوهاش","1","social "
"@_9524  علاه حتى خرجتلك هك ختي","1","social "
"انا راهي تخرجلي ايرور  شا ندير 😢😂","-1","social "
"ياو ماراهش يدخل يخرج هناك خطأ","0","social "
"@47 الورقة لي يعطوهالك كي تانسكري فالبيرو ماندافر","0","social "
"اذا تخرجتي من جامعة روحي لكازورو راكم مسورين روحو بلوكوها","0","social "
"@_ انا مدرتش شهادة عدم الانتساب لازم تبلوكي نيميرو تع لاسيرونص و تروحي لاكناس","0","social "
"هناك خطأ وش معناها 🌚","0","social "
"الحشوة الحشوة من المستحيلات يمد هذه المنحة خاصة الشباب ولي يمثل حوالي 65% ،راح يستفاد منها 3% فقط من الشعب انها الجزائر الجديدة","-1","social "
"ههههه يحدث في الجزائر الجديدة  امتلاك رقم الضمان الاجتماعي تعتبر خدام حتى ولو كنت بطال","-1","éconimie"
"على حد علمي هو الرقم لي تلقاه مكتوب في كارت شيفا","0","social "
"@_ مقالولكش هناك خطا ؟؟","0","social "
"@ طلعتلي فالبدية منبعد راحت وحدها و كملت التسجيل عادي","0","social "
"انا متخرجه ومقبلونيش 😢😢","-1","social "
"ضك كامل يخرجلهم مرفوض هههه","1","social "
"لازم تسجلو في وكالة التشغيل وتجددو فيها كل 6 اشهر","0","social "
"كانت باينة تكمل كيما هاك 😂😂😂😂😂","-1","blague"
"وينا نلقا رابط تع موقع تعيشو","0","social "
"@__ حتى انا تخرجلي هكا","-1","social "
"انا كي كتبت رقم التسجيل قالي خطأ","-1","social "
"@_  خاي عندك بطاقة تعريف بيومترية؟","0","social "
"انا جاني هناك خطأ يرجى التقرب الى الوكالة","0","social "
"كذبة البطالة خخخ","1","social "
"لكل من يريد رابط المنحة :  ://../_","1","social "
"الطلبة :","-1","social "
"يعني مفيهاش 😂","1","social "
"لي خدم من قبل واقيل مفيهاش؟","0","social "
"وقتاش يغلق السيت","0","social "
"@_.1126 قدمي شكوى 😂😂","1","social "
"@_ 😂😂استنااا نطلع لتبون طول","1","social "
"@_.1126 ههههه والله لا غفلونا باطل😂😂😂","1","social "
"لازم تكون مسجل في وكالة التشغيل","0","social "
"@___ احنا بلاخدمه وطنيه وكحلنا من بعيد","-1","social "
"رقم تسجيل تاع لانام","0","social "
"@367 لا يليق تخرجي ورقة","0","social "
"ولي مفوتش لارمي معيطولهش  حتى حنا نڨابروا من لبعيد؟؟","0","social "
"و حنا منخدموش","-1","social "
"نبيع كلوة ونشريه عادي","1","social "
"الجزائر   : لازم يخدم هو ويموت ويخلي ولادتو يخدمو بسييف يشروه","-1","social "
"فواحد لبلاد تبيع كليتك باه تشريه","-1","social "
"جزاير لازمك سنوات ضوئية","-1","social "
"الجزائر تتحسب بسنوات","-1","social "
"حنا 34 سمانة","-1","social "
"وزينة بلدان،؟","-1","social "
"دزاير وينهي طول عمرك وانت تخم ما تشريش هاتف هاد","-1","éconimie"
"حنا نلمدو تاع البطالة","-1","éconimie"
"الجزائر بالسنوات الضوئية","-1","éconimie"
"في دزاير ماتشريهش ديركت","-1","social "
"الجزائر  لازملها صورة وحدها ، تحكم بلاصة بزاف  خصها منحنى بياني","-1","social "
"الجزائر تتحسب بالأعوام","-1","social "
"الجزائر متحسبش بالسوايع ههه","1","social "
"إحصائيات كاذبة","-1","éconimie"
"تخدم عام بلا ما تصرف الف فرنك و متشريهش","-1","éconimie"
"الدزاير لازملك شاشة تاع 60 بوصة باه تبانلك","-1","social "
"لم يضعوا الجزائر لاحترام مشاعرنا","-1","social "
"الجزائر : ما نخدمش ( بصوت الكحلوش هذاك)","-1","social "
"راه ب32 مليون فالدزاير","-1","éconimie"
"فالجزائر  ماشي خدام كامل ويشريه","-1","éconimie"
"الجزائر وين مرتبة ؟؟و لا يخدموا غير بالكوندور","-1","éconimie"
"و الاحصائية هاذي مبنية على واش","-1","éconimie"
"الجزائر تحسب بالسنوات الضوئية","-1","éconimie"
"الجزائر  تحسب ب العقود","-1","éconimie"
"جزاير تخدم 6 شهر دون اكل و شرب","-1","éconimie"
"الجزائر : تكسبو في الجنة نشاله","-1","social "
"فدزاير تبع كلوة وراك مفيد الوقت 0 ساعة","-1","social "
"الجزاير تكسر ","-1","social "
"اين هي الجزائر انا لا اراها :","-1","social "
"اللهم سويسرا","1","social "
"معا لتشجيع المنتوج المحلي","1","éconimie"
"الجزائر هي لي تنتج فيه ههه","1","éconimie"
"مزية مانحبوش سامسونغ","1","social "
"كاين فئة ما يخدموش و تلقاه عندهم","1","social "
"الجزائر مكانش السبب ؛!","0","social "
"دزاير تكون 300 ساعة","-1","social "
"تاع دزاير حياتو كاملة بالاك","-1","social "
"الجزائر الى يوم الدين","-1","social "
"الجزائر غير مصنفة لأنو الدزيري مايخدمش راڤدة و تمونجي و يستنى في منحة البطالة","-1","social "
"رانيا ميمون : سطوري فالانستغرام","-1","social "
"مشكلة دزاير خارج نطاق احصائيات بصح كاين شراء","-1","éconimie"
"شحال من شهر تاع منحة الذل؟","-1","social "
"تع دزاير شغل متشقاش راتبك ميسمحلكش تشريه","-1","éconimie"
"يا ولدي  ب 2037 ساعة بطالة تجيبو","-1","éconimie"
"حنا مداروناش خاطرش مكاش خدمة باش تشريه","-1","éconimie"
"الحمد لله ماناش مصنفين","-1","éconimie"
"ارواح كلاسي اللول فيهم","-1","éconimie"
"في الجزائر تشريه بلا ما تخدم حتى ساعة","-1","éconimie"
"الجزائر : حياتك كامل و أنت تخدم","-1","éconimie"
"زينة البلدان قالك حنا نحسبو بالشهر","-1","éconimie"
"في دزاير يخدم 3 اشهر","-1","éconimie"
"الجزائر : الدهر و يا ربي","-1","éconimie"
"دزاير مكانش خاطر حنا منحسبوش بالساعة","-1","éconimie"
"الجزائر : العبودية","-1","social "
"صاحبي يحرش عام كامل يلحق اوت يخدم شهر طاكسي سيريو يخلص قرايا في سبتمبر 1200$ و ياكل و يشرب و  يدير اونطروتيان للكروسة","-1","social "
"الجزائر : خردة ما يتقارنش معا اوبو و شاومي","-1","social "
"أين هي الجزائر أنا لا أراها","-1","éconimie"
"الجزائر غير معنية بالتصنيف لانه حقا لا يوجد عمل","-1","éconimie"
"دزاير خارج درب التبانة","-1","éconimie"
"زينة البلدان غير مهتمة    ","-1","éconimie"
"شركة سامسونڨ: كشما كاين خدمة في دزاير","-1","éconimie"
"جزائر يسرقوه ما يحتاجوش للخدمة","-1","éconimie"
"دزاير لازم يحسبولنا بالسنة ضوئية","-1","éconimie"
"دو رد حنا نحبو  علابيها نحاونا مالحساب","-1","éconimie"
"احصائية مغلوطة","-1","éconimie"
"حنا ما راناش لأنو تخدم حياتك و ما تشريهش","-1","éconimie"
"الجزائر: اصبر كشما يطيح ورث","-1","éconimie"
"العالم الثالث","-1","éconimie"
"الجزائر مقدروش يصنفوها فالساعات لازم سمانات ولا شهور","-1","éconimie"
"اين الجزائر","-1","éconimie"
"حنا نشروه بلا خدمة خخخخ","1","éconimie"
"الحمد لله كاين كوندور","1","éconimie"
"سما حنا قبل ميخرش نقدرو نشروه","1","éconimie"
"دزاير : عندي كوندور ياااخو","1","blague"
"دزاير مداروهاش باسكو مكش راح تكسبو اصلا !","-1","éconimie"
"نبيع كلوة","-1","éconimie"
"الجزاىر تخدم عام ونص","-1","éconimie"
"شحال يدير تلفون هكذا","-1","éconimie"
"الجزائر بعدد الشهور خخخ","-1","éconimie"
"علابلهم بلي الجزائري يسرقو مايشريهش","-1","éconimie"
"حنا منخدموش حنا نبيعو كلوتنا","-1","éconimie"
"وين راهي القوة الاقليمية العظمى","-1","éconimie"
"وين راها دزاير","-1","éconimie"
"شوفولنا السوايع تاع كوندور خويا","-1","éconimie"
"لازم تكون مقارنة عادلة ماشي يحسبلك فدزاير يخلص زوج ملاين و بلجيكا يخلص 5000 اورو و يقولك هاك شوف بلادك وين لاحقة","-1","éconimie"
"احنا خارج ترتيب ههههه","-1","éconimie"
"شوفلي كاش واحد يشري وليد راه للبيع","1","blague"
"والجزائر يديرولك توصيل غير تخمم باه تشريه","-1","social "
"هل نحن موجودون في هذا العالم","-1","social "
"انا يسموني كوندور يا خوووو نسكن فالبرج","1","blague"
"دزاير ان شاء الله ياربي","-1","social "
"واحنا لاخبر علينا","-1","social "
"الجزائري يشريه بمحنة البطالة","-1","éconimie"
"حنا 5 ولا 6 اشهر مشي بزاف","-1","éconimie"
"يخي هكذا تشوف عملة ولا","-1","éconimie"
"شكون راه احوس على دزاير كيما انا","-1","éconimie"
"الدزاير : مالا أنا نروح","-1","éconimie"
"هذا المعيار لايقاس عليه","-1","éconimie"
"منحة البطالة يا جدك خرجتنا طول من القائمة","-1","éconimie"
"لازم يديرونا اعوام العمل حنا مشي ساعات العمل بسك ساعات العمل تاعنا تشري غي الشاحن برك","-1","éconimie"
"راني نشوفها مراهي تبان","-1","éconimie"
"الجزائر : ماشي لازم نشروا سامسونغ","-1","éconimie"
"حنا مانخدموش ونشروه يعطيك الصحة عمي تبون عالمنحة","-1","éconimie"
"34 ساعة فسويسرا","-1","éconimie"
"حنا ماحطوناش علاخاطر بلعوام مش سوايع هههه","-1","éconimie"
"زينا البلدان وين ؟ و المعروفة أيضا ب قوة الضاربة","-1","éconimie"
" 29 ساعة ????","-1","éconimie"
"القوة الضاربة بمنحة البطالة يقدر يشريه.","-1","éconimie"
"حنا ديما كالفي منترتبوش خلاصى","-1","éconimie"
"الحمدلله الجزائر الرئيس يوفرهم للشعب دون الحاجه الى العمل ولهذا السبب لسنا في التصنيف","-1","éconimie"
"زينة البلدان مكاشها في القائمة احتراما للعملاق كندور... و خوفا ان يسخن و يك الحالة","-1","éconimie"
"حنا مزال مدخلش عندنا خلاص علابيها مراناش في القائمة","-1","éconimie"
"شكون راه يحوس على دزاير و ملقهاش هههه؟","1","social "
"وينهي زينت البلدان","-1","social "
"اين انت يا بلادي","-1","social "
"الجزائر قوة ضاربة ،","-1","social "
"انا لي كنت هابط لتحت باش نلقى دزاير","1","social "
"دزاير تكون واحد ربعين الف ساعة","-1","éconimie"
"الجزائر يحسبولها بسنوات","-1","éconimie"
"حنا يشريوه لي ما يخدموش","-1","éconimie"
"دزاير تخدم حياتك بعد","-1","éconimie"
"الجزائر خارج نطاق التغطية طول..","-1","éconimie"
"حنايا طاحلهم عدد كبير بزاف محطوهش","-1","éconimie"
"حنا نخدمو الياطاش","-1","éconimie"
"حنا فوق مصر","-1","éconimie"
"الجماعة اللي تحوس على دزاير... مكلاه","-1","éconimie"
"الجزائر ماكاش فالقائمة بيسك مافيهاش الخدمة اصلا باه تخدم سوايعك","-1","éconimie"
"نحن بالمحنة برك، 0 ساعة عمل","-1","éconimie"
"حنا نشروه فاسيليتي","-1","éconimie"
"كاين واحد البلاد مانيش نشوفها","-1","éconimie"
"دزاير علابلهم بلي تخدم حياتك كامل ما تشريهش غير شري زيت و حليب بزاف علينا","-1","éconimie"
"الجزائر لا توجد لانها عدد ساعات مالانهاية","-1","éconimie"
"حنا رانا في تاع لي فيه الوحدة الشهرية و ليس بالساعة","-1","éconimie"
"فالجزاير تموت و ماتشريهش","-1","éconimie"
"ضاعت 5 دقايق طالع هابط  ونا نحوس على وحد البلاد وهيا مكاش","-1","éconimie"
"دزاير مكلاه بحطوها بسكو اصلا مكاش لي يقدر يكسبو","-1","éconimie"
"حنا دارولنا معيار خاص","-1","éconimie"
"الجزائر خارج التصنيف","-1","éconimie"
"قالك باش يخرجلك الحساب تاع الجزائر لازمك تجمع ساعات كل الدول هادوك باش تقدر تعرف","-1","éconimie"
"و منه نستنتج بأننا لسنا بلد","-1","éconimie"
"الجزائر تخدم حتى يولي سامسونج ما يسواش  و لا نتا تخدم و الدينار يطيح","-1","éconimie"
"خاوتي الدزاير نحاوها ببساطة لانك حتى وان اشتريت الهاتف تحكمو ضريبة 160 بالمية و لا  يدوهلك جماعة لاديوان و يحطولك في بلاصتو صابونة تاع الفين و خمسمية","-1","éconimie"
"عدد الساعات في الجزائر","-1","éconimie"
"فالجزائر يشروه البطالين ...و الخدامين لا بستطيعون شراءه","-1","éconimie"
"المهم مايدخلش علينا الناتو","-1","éconimie"
"الدزاير يمركوها في سنين العمل اللازمة","-1","éconimie"
"ديك الدشرة وين راهي","-1","éconimie"
"زينة البلدان وحدة القياس بالقرون حواسب ڨوڨل مقدرتش تحسب المدة للاسف","-1","éconimie"
"وراهي الدزاير ولا المجموع تاع هاذو كامل","-1","éconimie"
"دزاير تخدم حتى في القبر وماتلحقش عليه","-1","éconimie"
"حنا يحسبولنا بأشهر","-1","éconimie"
"وش دك نروحوا ل","-1","social "
"الجزائر: لن أستطيع شراءه أبدا","-1","éconimie"
"الجزائر غير معنية","-1","éconimie"
"دزاير : مكلاه تحلم  تشري","-1","éconimie"
"هاذيك لي راها في راسك وحوست عليها وما لقيتهاش .. انا تاني حوست عليها  بح","-1","éconimie"
" : 1000 سنة ضوئية","-1","éconimie"
"مخلوف ليسكن في سكالة مش خدام بصح عندو 22 و 50 حاب يبيعوا","-1","blague"
"دزاير تخدم شهر تجيب كوندور","-1","éconimie"
"حنا شغل قالولنا نتوما ماتشروهش أصلا هههه","-1","éconimie"
"الجزائري مايخدمش بصح كاسب واحد .... ماتفهمش احسن","-1","éconimie"
"الجزائر : بدلوا الموضوع","-1","éconimie"
"الجزائر كي شافوها بلاد بلا خدمة مالڨاوش كفاه يدير احصائيات","-1","éconimie"
"وين راهي زينة البلدان","-1","éconimie"
"الشاري تجي عينه حمرة","-1","social "
"الجزائر لا توجد الحمد الله لا نستطيع شراءه","-1","éconimie"
"دزاير مكانش فلحساب لأن نصف الشعب بطال.","-1","éconimie"
"إتسما مافيهاااش","-1","social "
"دزاير جاتهم بزاف تلقاوها وصلت للصفحة الثانية   ","-1","blague"
"حنا فالجدول تاع السنوات وقيلا","-1","blague"
"ما نخدمش نعلبوها خدمة بصوت الرعية الافريقي","-1","social "
"يا جماعة قصفنا بوتين ول   وين رانا  هههههه  ولا مصنفينا مع  العالم الاخر","1","éconimie"
"زينة البلدان تخدم دهر و ما تجيبوش","-1","éconimie"
"لي يحوس علاه مادروش الجزائر لانو ساعات العمل مكانش اصلا","-1","éconimie"
"الجزائر لا يوجد عمل فيها لهدا ليست مصنفة","-1","éconimie"
"حنا فلالجيري ايكزاكت في سكالة نشريوه باطل ياخو","-1","blague"
"حنا معنداش قاع خدمة باه يديرو الاحصائية","-1","éconimie"
"الجزائر  مكانش بسك يشروه بمنحة البطالة ههههههه مايخدموش ويشروه ههههههههههه","1","social "
"حنا ينوض من الرقاد يروح يشريه ههههههه","1","social "
"في الجزائر الشركات توفر ايفون لكل عامل مجانا","1","blague"
"حنى تبدأ من صغرك حتى تموت ولا شريته","-1","éconimie"
"ف بلادنا تخدم ساعة برك تشري سكنة بلادنا مقودة علابيها مناش مصنفين","-1","éconimie"
"اهاااي وين راهي المملكة ؟ ما كلاصيناش ول","-1","éconimie"
"امبوسي ميمكنش","1","blague"
"الجزائر عبارة عن حبس لوكان خرجت منو راك تقعر","-1","éconimie"
"وحنا علاه محطوناش في ترتيب","0","éconimie"
"متشقاش تخدم كامل","1","éconimie"
"احنا الجزائريين تالمو مرڤونا رايحين يخلصو الشبيبة وهي ماخداماش بمنحة البطالة، حب يقول ماتخدم حتى ساعة وقادر تشري تيليفون...","1","éconimie"
"في دزاير قادر تلقى واحد بطال يجيبو عادي","1","éconimie"
"حنا ماكاش وسط هذه الدول، لأننا نشتريه دون عمل","0","éconimie"
"فبلادي العزيزة نجيبو بدراهم البطالة ياك","1","éconimie"
"خصني مليون و 300 و نشريه","-1","éconimie"
"وين راها الدزاير يا الطحاحنة","-1","social "
"شكوبيستان العظمى","-1","social "
"3 سنوات مع الأعمال الشاقة","-1","business"
"فاقو بلي دزيرين مايخدموش","-1","business"
"والقوة الضاربة وين راها ؟","-1","éconimie"
"لمادا نحن هنا","1","blague"
"ههههه عام","-1","social "
"احسن منظومة صحية في شمال افريقيا وين راهي ما تقولوليش يحسبو سوايع العمل برك وما يقدروش يحسبو سنين","-1","business"
"حنا مالا نهاية","-1","business"
"وقرار حظر تجوال واش قصتو 😂😂","1","social "
"احترامو للاشارات والقوانين سبب نجاتو سبحان الله","1","social "
"هو ميت ميت على كل حال","-1","social "
"ويصور بكل برودة اعصاب","-1","social "
"راه داير فيديو  يعني مايحترمش ومبعد يحكموه بالدليل تاعه يبعروه🙄 ..تموتو على الدراما","-1","social "
"تغفل تتغوفل 🔥","1","social "
"كانو يلعبو معاه برك","1","social "
"@__ ياودي ڤع كيف كيف  بصح ني نشوف لحنانة تع شعب ديالنا 🤷‍♂️ علاه غير سوريا أوروبا ڤع  هلكو لعرب","1","politique"
"راكم قدم","-1","social "
"يا طريق تاعهم مليحة بزاف مايصرالها والو من لقصف يا ليبومب تاع بوتين فشفاشي","1","social "
"@__ وش فايدة حظر التجوال مادام قادر تقعد فدارك تلحقك 😃😃","1","social "
"@_ كاميرا عندهم اجبارية في كل سيارة من اجل رصد حوادث المرور","0","social "
"نظن  صاوريخ هو لي خلاه يحبس  لا أحترام  قانون مرور لا والو","0","social "
"لوكان حنى تسمع وسخ ودنيك😂","-1","social "
"والاطفال والامهات الي هربو من القصف في سوريا والعراق وفلسطين","-1","social "
"علبالو راد زون وش داه لتم هههه","1","blague"
"معرف كفاه بقالو العقل باه يحترم اشارات المرور 😐","0","social "
"محرتش في اشارات المرور قد ما حرت فيه يدور في الطريق و هما في حرب 😢","-1","social "
"الله يعافينا من بلايا الحرب.... بصح نصيحة لكل من يقع في نفس الموقف...اذا رايت قصف متتالي عشوائي اذهب لمكان سقوط قذيفة فهناك لن تسقط قذيفة اخرى لاكن هروبك سيعني احتمال كبير ان تصاب بقذيفة اخرى على عكس ان تختبئ في مكان سقوط القذيفة فهم لن يقصفو نفس المكان مرتين","-1","social "
"@ 😂😂😂😂 حظر التجوال ليلي","1","social "
"يحكمني ضيق تنفس كي نشوف حرب 😢💔","-1","social "
"حسيتو غي ببجي 😢 مسكين","-1","blague"
"مجرد تمثييييييل 🙂","0","social "
"متابعة بليييز احتاج الدعم 🙌🙌🙌🙌🙌","1","réseaux social"
"@.18 عشوائي الاخ القذيفة ماتخيرش بلاصة كيما قادر مطيحش في بلاصة واحدة مرتين كيما قادر طيح القذيفة فنفس المكان ثلاث مرات","0","culture générale"
"هوما دايرين كاميرات فطنوبيلات و شكرا🙄","0","social "
"ياربي اعطيني برودة اعصابو نحارب بيها عدياني والعديان يدو شوايعي دغري دغري المهم خليو يحسو واش صرا في سوريا كلااااب","-1","social "
"ريد زون","1","blague"
"هذا قصف ليس عشوائي هو يستهدف السائق بل نجى من الموت","-1","social "
"اهم شي احترام القانون","1","social "
"@_________  مكاش قصف عشوائي 100% هكا.. المقصود هنا بالقصف العشوائي أنو يقصفو مكان غير مأهول او غير مسلح","0","culture générale"
"@.18 يا اخي مستحيل قذيفة تعرف وين راح طيح سواسوا حبيت تجهلني فيها احتكاك و فيها عوامل تتبدل بزاف مكاش كيفاه . واش قلت نتا فرضيا مستحيل فهمت قصدي ؟","-1","social "
"الجزايري مسكين قالو عشوائي😂","1","social "
"@_ منيتك نور","1","social "
"هوما صح مسلمين 👌","1","social "
"@_________  الاحداثيات لا تضع نفس الهدف وهذا قصدي.. اما تاثير عوامل اخرى فهي تبقى باحتمال ضئيل جدا لذا اصابة نفس المكان مرتين شبه مستحيل","0","culture générale"
"لقصف تحسو تقول محارق ( مطور يازح ) ...بصح يرجعك فيونداشي نورمال...ربي يسترنا","-1","culture générale"
"مكان والو","0","social "
"الفيزيا بكل رجولة: ادرس حركة القديفة بالنسبة للملاحظ واحسب السرعة والتسارع🙂","1","blague"
"اطفال غزة يقصفون كل يوم عمدا و بدون رحمة.انا متعاطف مع  المسلمين فقط.","-1","politique"
"كان انسان محترم حتى موعد القصف اقلب العقلية","-1","social "
"اللهم اضرب الظالمين بالظالمين","-1","religieux"
"@_30 من الخمسة","0","politique"
"@_30 اي شخص يخرج بعد17  يعتبروه عدو","-1","politique"
"الشعب دايمن يروح ضحية 😢","-1","politique"
"@ يصح حظر التجوال في العاصمة برك لانه خايف من انقلاب عسكري","-1","politique"
"@_ الصندوق الاسود هذا","-1","social "
"@.18 زدت دخلت حوست و نفس الشي من جوجل . مصدر تاعك واش هو ؟","0","social "
"@_________ مخي 🙄","1","blague"
"@099 فواش مربيين علينا","-1","social "
"الطريق مخدومة","1","social "
"حكماتوو  😂😂","1","social "
"لوكان محترمش اشارة المرور  لوكان القصف جا فيه👏","1","social "
"هادي راهي شغل دونجي تا بابجي 😂😂😂","1","blague"
"ونتوما اقعدوا طبلو برك","-1","social "
"""يحترم إشارات المرور"" 🤦😒😒","-1","social "
"هما فايتينا بزاف بسكو مربيين و منظمين و يحتارمو قوانين مشي كيفنا يحرق الفروج مين يشوف طريق خاوية","-1","social "
"قريب امنت 😂😂","1","social "
"كي تكونو سكواد تمشو وتحكمكم الراد زون 😂😂","1","blague"
"زون حمرة 😂😂😂","1","blague"
"هباين بلي كذب يا رب 🤦🏻‍♂️ مكان لا دخان و الصوت غير متغير يعني أمواج صوتية ثابتة و مستحيل يكون ثابت عند القصف","-1","culture générale"
"😂😂😂 يا سمير اهاه","1","blague"
"متابعة فضلاً وليس أمراً ❤️😢","-1","réseaux social"
"انا نفسي استغربت بصح الظاهر انه مواقع التواصل نقدرو نستعملوها للتأثير حتى على الدولة ","1","réseaux social"
"انا براي كاين بزاف امور تنافشة مثرمن هذا و راهم مزلو في رايهم ..سياسيين تاوعنا واعرين بزااف متقدرش تاثر عليه و ايدا اثرت يعرف كبفاه يدير بيك دائرة ويرجع بيك لنقطة صفر","0","politique"
"نا لي حيرني هذاك مول كوستيم دومي مونش لي خرج ويصرخ يقول عندنا شركات وكذا منا ملهيه كيفاش راه يشوف في روحو دكا بعدما لغاو قرار الضريبة لي باين من لول مخدوم","-1","politique"
"اخويا خصنا ندورو للبنوك الوطنية انا من ديسمبر درهمي مبلوكين تاع غوغل ادسونس فبنك النتمية المحلية وقالولي لازم اتفاقية بينك وبين غوغل ويحوسو يبلوكو شعب ويمارسو لبيروقراطية هوما تاني خصهم حملة","-1","éconimie"
"صحاب البيام 2022 ادخلوا عندنا راكم.مضيعيين","1","éducation"
"نشهد كنتم من سباقين لاطلاق الحملة و ائمن بلي الحملة جابت مغفولها شعب هادا عجب مايعجبوش و ينتقد باه يتتقد 90% ملي يحلو فمهم جاهلين مافاهمين والو","-1","réseaux social"
"يعطيكم الصحة من اكتر صفحات نشرا للوعي وقريبة من مجتمع وتنور فالبصيرة انتم قوة 👏👏👏👏👏","1","réseaux social"
"النقطة اللي طرحتها مهمة وواقعية جدا 🔥..ربما عدنا للنقطة الصفر لكن الامور لم تبقى على حالها ... هناك مستجدات وهناك تاثير","1","social "
